epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
554,3341.87,0.49315,0.26828,0.94493,0.99478,0.99913,0.99477,0.9238,0.44691,0.20427,0.84657,0.00090506,0.00090506,0.00090506
555,3347.78,0.47753,0.26057,0.93747,0.99646,0.99913,0.99496,0.92773,0.43612,0.20087,0.83643,0.00090308,0.00090308,0.00090308
556,3353.7,0.47002,0.26209,0.93654,0.99738,0.99875,0.995,0.93658,0.41149,0.19078,0.82196,0.0009011,0.0009011,0.0009011
557,3359.63,0.47595,0.25939,0.92321,0.99707,1,0.995,0.93693,0.4077,0.19152,0.82134,0.00089912,0.00089912,0.00089912
558,3365.59,0.46341,0.24528,0.92155,0.99652,0.99943,0.99498,0.93111,0.40961,0.19403,0.8221,0.00089714,0.00089714,0.00089714
559,3371.54,0.4449,0.24971,0.91581,0.99825,0.99561,0.995,0.9361,0.41108,0.19574,0.81913,0.00089516,0.00089516,0.00089516
560,3377.5,0.45959,0.25706,0.92817,0.99816,0.99738,0.995,0.93417,0.41884,0.19622,0.82471,0.00089318,0.00089318,0.00089318
561,3383.44,0.45248,0.25457,0.92566,0.99739,0.99967,0.995,0.93312,0.42505,0.19689,0.82918,0.0008912,0.0008912,0.0008912
562,3389.34,0.45591,0.2513,0.91593,0.99565,0.9996,0.995,0.93017,0.42233,0.19573,0.83015,0.00088922,0.00088922,0.00088922
563,3395.22,0.46586,0.24955,0.93172,0.99805,0.99825,0.99495,0.93048,0.4208,0.19599,0.83161,0.00088724,0.00088724,0.00088724
564,3401.17,0.45707,0.25616,0.91857,0.99738,0.99849,0.99492,0.93578,0.40194,0.19188,0.81872,0.00088526,0.00088526,0.00088526
565,3407.08,0.47617,0.25623,0.93516,0.99825,0.99794,0.99489,0.9388,0.39982,0.19272,0.81423,0.00088328,0.00088328,0.00088328
566,3413.01,0.4634,0.24924,0.92257,0.9972,0.99651,0.99496,0.93535,0.41274,0.19575,0.82066,0.0008813,0.0008813,0.0008813
567,3418.97,0.46133,0.25056,0.92212,0.99912,0.99545,0.99499,0.93409,0.41942,0.19739,0.82179,0.00087932,0.00087932,0.00087932
568,3424.87,0.46314,0.25188,0.92681,0.99731,0.99476,0.99496,0.932,0.43031,0.19781,0.83156,0.00087734,0.00087734,0.00087734
569,3430.81,0.4509,0.25163,0.91532,0.9978,0.99389,0.99493,0.93214,0.43615,0.19992,0.83738,0.00087536,0.00087536,0.00087536
570,3436.74,0.46512,0.25248,0.92466,0.99645,0.99913,0.99492,0.92962,0.43615,0.19953,0.83723,0.00087338,0.00087338,0.00087338
571,3442.73,0.44993,0.24972,0.92166,0.99615,1,0.99497,0.93528,0.41606,0.19538,0.82389,0.0008714,0.0008714,0.0008714
572,3448.69,0.45935,0.24843,0.93043,0.99478,0.9988,0.99497,0.93198,0.42667,0.19801,0.83119,0.00086942,0.00086942,0.00086942
573,3454.56,0.45844,0.25292,0.9216,0.99543,0.99825,0.99492,0.92413,0.45326,0.20629,0.84343,0.00086744,0.00086744,0.00086744
574,3460.44,0.45913,0.25651,0.93626,0.99695,0.99913,0.99495,0.9283,0.44382,0.20243,0.83897,0.00086546,0.00086546,0.00086546
575,3466.36,0.45205,0.25157,0.92244,0.99478,0.99844,0.99497,0.93183,0.43366,0.20041,0.83536,0.00086348,0.00086348,0.00086348
576,3472.26,0.44872,0.24224,0.91667,0.99565,0.99961,0.99498,0.93064,0.43059,0.1999,0.83403,0.0008615,0.0008615,0.0008615
577,3478.23,0.46724,0.25138,0.93886,0.99913,0.99955,0.995,0.9321,0.42563,0.19543,0.82909,0.00085952,0.00085952,0.00085952
578,3484.12,0.48494,0.25812,0.94969,0.9979,0.99913,0.995,0.93621,0.42182,0.19539,0.82711,0.00085754,0.00085754,0.00085754
579,3490.09,0.44724,0.2471,0.91482,0.99692,0.99913,0.99499,0.93136,0.43253,0.2008,0.83494,0.00085556,0.00085556,0.00085556
580,3495.96,0.44409,0.24675,0.911,0.99707,0.99913,0.99499,0.93033,0.43377,0.20143,0.83559,0.00085358,0.00085358,0.00085358
581,3501.89,0.4505,0.25781,0.91841,0.99825,0.99897,0.99499,0.93701,0.4188,0.19316,0.82421,0.0008516,0.0008516,0.0008516
582,3507.87,0.45722,0.25282,0.92144,0.99647,1,0.995,0.94087,0.40324,0.18756,0.81566,0.00084962,0.00084962,0.00084962
583,3513.78,0.45265,0.25191,0.92347,0.99652,0.99924,0.995,0.94205,0.40385,0.18825,0.81575,0.00084764,0.00084764,0.00084764
584,3519.7,0.45875,0.25304,0.92626,0.99869,0.99738,0.995,0.93917,0.40817,0.19069,0.81715,0.00084566,0.00084566,0.00084566
585,3525.64,0.44767,0.24515,0.91951,0.9993,0.99825,0.995,0.93544,0.41327,0.19123,0.81981,0.00084368,0.00084368,0.00084368
586,3531.59,0.46757,0.2582,0.92718,1,0.99975,0.995,0.93859,0.40488,0.18817,0.81793,0.0008417,0.0008417,0.0008417
587,3537.52,0.44716,0.24706,0.91502,0.99989,1,0.995,0.94091,0.39462,0.18612,0.81166,0.00083972,0.00083972,0.00083972
588,3543.43,0.45617,0.24296,0.93465,1,0.99987,0.995,0.93778,0.39764,0.18876,0.81565,0.00083774,0.00083774,0.00083774
589,3549.32,0.46451,0.2489,0.9315,0.99906,1,0.995,0.93854,0.40013,0.18705,0.81836,0.00083576,0.00083576,0.00083576
590,3555.22,0.43914,0.23736,0.90841,0.99738,1,0.995,0.94123,0.39406,0.18599,0.81498,0.00083378,0.00083378,0.00083378
591,3561.11,0.4511,0.25127,0.92079,0.99738,0.99858,0.995,0.94095,0.39142,0.18577,0.81441,0.0008318,0.0008318,0.0008318
592,3567.06,0.4628,0.25127,0.91908,0.99778,0.99913,0.995,0.94119,0.40022,0.18812,0.81864,0.00082982,0.00082982,0.00082982
593,3572.9,0.43821,0.24076,0.91537,0.99856,0.99738,0.995,0.93874,0.40797,0.1903,0.82155,0.00082784,0.00082784,0.00082784
594,3578.79,0.45528,0.24537,0.92342,0.99721,0.99913,0.995,0.93814,0.40761,0.18994,0.81595,0.00082586,0.00082586,0.00082586
595,3584.68,0.44231,0.24652,0.91756,0.99718,1,0.995,0.94705,0.38095,0.18302,0.79927,0.00082388,0.00082388,0.00082388
596,3590.78,0.43774,0.24155,0.9063,0.99737,1,0.995,0.94804,0.38089,0.18107,0.79883,0.0008219,0.0008219,0.0008219
597,3596.96,0.45315,0.24803,0.91216,0.99952,0.99825,0.995,0.94497,0.39327,0.18484,0.80521,0.00081992,0.00081992,0.00081992
598,3602.89,0.43136,0.24848,0.91468,0.99913,0.99821,0.99499,0.9429,0.39764,0.18831,0.81009,0.00081794,0.00081794,0.00081794
599,3608.77,0.4272,0.23932,0.91726,0.99863,0.99825,0.99498,0.93938,0.40819,0.19179,0.81791,0.00081596,0.00081596,0.00081596
600,3614.66,0.44637,0.2446,0.91345,0.99808,0.99913,0.995,0.93948,0.40691,0.1894,0.81824,0.00081398,0.00081398,0.00081398
601,3620.58,0.44147,0.24273,0.91579,0.99909,1,0.995,0.94095,0.40226,0.18685,0.81463,0.000812,0.000812,0.000812
602,3626.51,0.43662,0.2335,0.91584,0.99893,1,0.995,0.93877,0.40544,0.18553,0.81443,0.00081002,0.00081002,0.00081002
603,3632.41,0.44026,0.2425,0.92178,0.99913,0.99991,0.995,0.93961,0.4041,0.18379,0.81171,0.00080804,0.00080804,0.00080804
604,3638.29,0.43259,0.24102,0.91937,0.99814,0.99913,0.995,0.94167,0.40075,0.18483,0.80857,0.00080606,0.00080606,0.00080606
605,3644.24,0.44077,0.23685,0.91634,0.99726,1,0.995,0.94546,0.39017,0.18037,0.80128,0.00080408,0.00080408,0.00080408
606,3650.14,0.44626,0.24463,0.9204,0.99772,0.99913,0.995,0.94117,0.40009,0.1839,0.80702,0.0008021,0.0008021,0.0008021
607,3656.03,0.44246,0.24522,0.9126,0.9986,0.99913,0.99499,0.93875,0.39908,0.18727,0.80662,0.00080012,0.00080012,0.00080012
608,3661.99,0.4396,0.24677,0.91066,0.99887,0.99913,0.995,0.94628,0.37254,0.17727,0.79506,0.00079814,0.00079814,0.00079814
609,3667.92,0.42128,0.23744,0.90813,0.99802,1,0.995,0.95053,0.36719,0.17632,0.79394,0.00079616,0.00079616,0.00079616
610,3674.07,0.44344,0.24283,0.91389,0.99715,1,0.995,0.94653,0.38279,0.18098,0.80331,0.00079418,0.00079418,0.00079418
611,3679.95,0.43406,0.23817,0.91043,0.99786,1,0.995,0.9435,0.39197,0.1845,0.80777,0.0007922,0.0007922,0.0007922
612,3685.9,0.43706,0.2389,0.91368,0.99731,0.99913,0.995,0.94289,0.39759,0.18427,0.81198,0.00079022,0.00079022,0.00079022
613,3691.85,0.45151,0.24617,0.91387,1,0.99961,0.995,0.94837,0.38199,0.17995,0.80241,0.00078824,0.00078824,0.00078824
614,3697.8,0.42051,0.22611,0.90351,0.99806,0.99913,0.995,0.94398,0.39505,0.18576,0.81079,0.00078626,0.00078626,0.00078626
615,3703.71,0.43775,0.24649,0.90453,0.99547,0.99651,0.99492,0.93612,0.41107,0.19512,0.8225,0.00078428,0.00078428,0.00078428
616,3709.6,0.44126,0.24397,0.91856,0.99911,1,0.995,0.94713,0.37932,0.18185,0.80405,0.0007823,0.0007823,0.0007823
617,3715.51,0.42164,0.23295,0.90305,0.99805,1,0.995,0.94735,0.37884,0.17947,0.80123,0.00078032,0.00078032,0.00078032
618,3721.47,0.4462,0.24475,0.91797,0.99864,0.99913,0.995,0.94765,0.37889,0.17871,0.80292,0.00077834,0.00077834,0.00077834
619,3727.43,0.43305,0.24055,0.91261,0.99957,0.99913,0.995,0.94737,0.37569,0.17692,0.79815,0.00077636,0.00077636,0.00077636
620,3733.33,0.44167,0.24936,0.91904,0.99913,0.99963,0.995,0.94927,0.36996,0.17503,0.79122,0.00077438,0.00077438,0.00077438
621,3739.28,0.42918,0.23679,0.89807,0.99792,0.99913,0.995,0.94309,0.3909,0.18132,0.79989,0.0007724,0.0007724,0.0007724
622,3745.19,0.44144,0.2444,0.91077,0.99814,0.99913,0.995,0.94126,0.39568,0.1844,0.79968,0.00077042,0.00077042,0.00077042
623,3751.14,0.42218,0.23604,0.89761,0.99913,0.99884,0.995,0.94378,0.39093,0.18171,0.79798,0.00076844,0.00076844,0.00076844
624,3757.13,0.43587,0.2415,0.90577,0.99987,0.99913,0.995,0.93818,0.39866,0.18489,0.80308,0.00076646,0.00076646,0.00076646
625,3763.06,0.44245,0.24186,0.91384,0.99825,0.99834,0.995,0.93788,0.3997,0.18311,0.80254,0.00076448,0.00076448,0.00076448
626,3768.99,0.42914,0.23559,0.90399,0.9956,1,0.995,0.93932,0.39212,0.18139,0.79988,0.0007625,0.0007625,0.0007625
627,3774.88,0.43993,0.23928,0.9088,1,0.99988,0.995,0.94136,0.38877,0.18089,0.79889,0.00076052,0.00076052,0.00076052
628,3780.73,0.42874,0.23312,0.89871,0.99898,1,0.995,0.94381,0.38556,0.17901,0.79668,0.00075854,0.00075854,0.00075854
629,3786.63,0.42957,0.23381,0.90802,0.99896,1,0.995,0.94884,0.37555,0.17508,0.79256,0.00075656,0.00075656,0.00075656
630,3792.61,0.44207,0.24473,0.9115,0.99949,1,0.995,0.94795,0.37666,0.17309,0.79431,0.00075458,0.00075458,0.00075458
631,3798.53,0.43937,0.25182,0.90766,1,0.99981,0.995,0.94937,0.36959,0.17159,0.79089,0.0007526,0.0007526,0.0007526
632,3804.45,0.40867,0.22988,0.90663,0.99946,1,0.995,0.95063,0.3704,0.17219,0.79404,0.00075062,0.00075062,0.00075062
633,3810.61,0.42418,0.23973,0.91533,0.99889,1,0.99499,0.94415,0.39162,0.17757,0.80925,0.00074864,0.00074864,0.00074864
634,3816.58,0.41661,0.23004,0.89812,0.99896,1,0.99499,0.94648,0.38219,0.17596,0.80257,0.00074666,0.00074666,0.00074666
635,3822.47,0.43844,0.23686,0.91562,0.99913,1,0.995,0.95127,0.3641,0.17175,0.79104,0.00074468,0.00074468,0.00074468
636,3828.61,0.42006,0.23349,0.91254,1,0.99992,0.995,0.95203,0.36473,0.17094,0.79324,0.0007427,0.0007427,0.0007427
637,3834.7,0.43352,0.23603,0.909,1,0.9997,0.995,0.95222,0.36945,0.17414,0.79676,0.00074072,0.00074072,0.00074072
638,3840.81,0.41772,0.23066,0.89329,0.999,1,0.995,0.94888,0.37135,0.17471,0.79981,0.00073874,0.00073874,0.00073874
639,3846.7,0.42552,0.23342,0.91023,0.99949,0.99913,0.995,0.94425,0.37991,0.17545,0.80457,0.00073676,0.00073676,0.00073676
640,3852.57,0.42389,0.22838,0.90298,0.99862,1,0.99498,0.94052,0.39251,0.17985,0.80849,0.00073478,0.00073478,0.00073478
641,3858.49,0.42576,0.23335,0.9156,0.9981,1,0.995,0.93548,0.40443,0.18355,0.81344,0.0007328,0.0007328,0.0007328
642,3864.43,0.42702,0.23673,0.90676,1,0.99913,0.995,0.93756,0.39777,0.18058,0.81088,0.00073082,0.00073082,0.00073082
643,3870.36,0.42099,0.23327,0.90456,0.99868,1,0.995,0.94136,0.39014,0.18059,0.80767,0.00072884,0.00072884,0.00072884
644,3876.27,0.42621,0.23741,0.90536,0.99913,0.99979,0.995,0.94233,0.38454,0.17904,0.80423,0.00072686,0.00072686,0.00072686
645,3882.21,0.4237,0.23562,0.89936,1,0.99969,0.995,0.95183,0.35992,0.16985,0.78765,0.00072488,0.00072488,0.00072488
646,3888.12,0.41184,0.2303,0.90109,0.99891,1,0.995,0.95116,0.36333,0.17056,0.79073,0.0007229,0.0007229,0.0007229
647,3894.05,0.40742,0.22933,0.89759,0.99892,1,0.995,0.94794,0.37579,0.17374,0.7988,0.00072092,0.00072092,0.00072092
648,3900.11,0.42259,0.23769,0.90728,0.99984,1,0.995,0.9512,0.3696,0.17156,0.79597,0.00071894,0.00071894,0.00071894
649,3906.02,0.42022,0.23433,0.90945,0.99913,1,0.995,0.95083,0.37089,0.17256,0.79656,0.00071696,0.00071696,0.00071696
650,3911.96,0.41941,0.23578,0.90362,0.99714,0.99738,0.99497,0.9452,0.38571,0.17856,0.80513,0.00071498,0.00071498,0.00071498
651,3917.88,0.42493,0.23337,0.90977,0.99652,0.99913,0.99497,0.94593,0.39201,0.18206,0.80795,0.000713,0.000713,0.000713
652,3923.81,0.40631,0.22954,0.902,0.99738,0.99898,0.995,0.94951,0.37437,0.17544,0.79809,0.00071102,0.00071102,0.00071102
653,3929.72,0.40922,0.22376,0.90254,0.99825,0.99901,0.995,0.947,0.38761,0.17937,0.80405,0.00070904,0.00070904,0.00070904
654,3935.65,0.41899,0.22835,0.90372,0.9971,0.99913,0.995,0.94325,0.3956,0.18121,0.81322,0.00070706,0.00070706,0.00070706
655,3941.57,0.42103,0.23429,0.91442,0.99894,0.99913,0.995,0.94801,0.37896,0.17765,0.80767,0.00070508,0.00070508,0.00070508
656,3947.54,0.41085,0.23067,0.90733,0.99908,0.99913,0.995,0.94912,0.37024,0.17408,0.80453,0.0007031,0.0007031,0.0007031
657,3953.48,0.39743,0.22246,0.90343,0.99913,0.99896,0.995,0.94575,0.38231,0.17844,0.80945,0.00070112,0.00070112,0.00070112
658,3959.34,0.41321,0.2338,0.9042,0.99913,0.99981,0.995,0.951,0.37146,0.17602,0.80165,0.00069914,0.00069914,0.00069914
659,3965.25,0.40605,0.22374,0.89955,0.99896,1,0.995,0.95535,0.35735,0.17154,0.79242,0.00069716,0.00069716,0.00069716
660,3971.42,0.40676,0.22671,0.90099,0.99906,1,0.995,0.9536,0.3624,0.17104,0.79445,0.00069518,0.00069518,0.00069518
661,3977.44,0.41196,0.23463,0.91523,0.99985,1,0.995,0.9536,0.36323,0.17048,0.79564,0.0006932,0.0006932,0.0006932
662,3983.36,0.41463,0.23701,0.90993,0.99986,1,0.995,0.9551,0.35358,0.16853,0.79005,0.00069122,0.00069122,0.00069122
663,3989.29,0.40416,0.22931,0.90242,0.99981,1,0.995,0.95446,0.35689,0.16931,0.79033,0.00068924,0.00068924,0.00068924
664,3995.19,0.40907,0.23035,0.9043,0.99963,1,0.995,0.95442,0.35611,0.16784,0.78921,0.00068726,0.00068726,0.00068726
665,4001.09,0.40927,0.23246,0.90826,0.99974,1,0.995,0.95524,0.35611,0.1683,0.78884,0.00068528,0.00068528,0.00068528
666,4006.94,0.42066,0.23226,0.90621,0.9998,1,0.995,0.95373,0.35846,0.17079,0.78925,0.0006833,0.0006833,0.0006833
667,4012.88,0.40638,0.22129,0.89748,0.9991,1,0.995,0.94983,0.36938,0.17318,0.79477,0.00068132,0.00068132,0.00068132
668,4018.77,0.41525,0.23129,0.89412,0.99881,1,0.995,0.94827,0.37433,0.17567,0.80037,0.00067934,0.00067934,0.00067934
669,4024.68,0.4102,0.22725,0.90803,0.99913,0.99973,0.995,0.94864,0.37116,0.17404,0.80157,0.00067736,0.00067736,0.00067736
670,4030.65,0.41849,0.23817,0.91183,0.99907,1,0.995,0.94971,0.36707,0.17245,0.79964,0.00067538,0.00067538,0.00067538
671,4036.58,0.42588,0.23451,0.90908,0.99913,0.99988,0.995,0.94568,0.3776,0.1753,0.80914,0.0006734,0.0006734,0.0006734
672,4042.51,0.39964,0.2143,0.89677,0.99899,0.99913,0.995,0.94018,0.38828,0.1799,0.81782,0.00067142,0.00067142,0.00067142
673,4048.45,0.40044,0.22274,0.90356,0.99913,0.99995,0.995,0.94457,0.3783,0.17656,0.80953,0.00066944,0.00066944,0.00066944
674,4054.39,0.40515,0.22785,0.90249,0.9991,1,0.995,0.94027,0.38138,0.17642,0.81112,0.00066746,0.00066746,0.00066746
675,4060.4,0.42671,0.23008,0.89655,0.99906,1,0.995,0.93966,0.39093,0.17769,0.81179,0.00066548,0.00066548,0.00066548
676,4066.32,0.40841,0.22695,0.89717,0.99904,1,0.995,0.94709,0.37345,0.1715,0.79765,0.0006635,0.0006635,0.0006635
677,4072.33,0.41119,0.22882,0.90287,0.99908,1,0.995,0.95162,0.36017,0.16698,0.78948,0.00066152,0.00066152,0.00066152
678,4078.23,0.4062,0.2182,0.89819,0.99821,0.99825,0.995,0.9503,0.36538,0.17041,0.79622,0.00065954,0.00065954,0.00065954
679,4084.19,0.3978,0.22457,0.8957,0.99857,0.99825,0.995,0.94947,0.36837,0.16937,0.7996,0.00065756,0.00065756,0.00065756
680,4090.04,0.39572,0.22441,0.89431,0.99826,0.99994,0.99498,0.95351,0.354,0.16563,0.79181,0.00065558,0.00065558,0.00065558
681,4095.91,0.40821,0.22197,0.89859,0.99975,1,0.995,0.95227,0.35837,0.16801,0.79672,0.0006536,0.0006536,0.0006536
682,4101.82,0.42719,0.23254,0.90817,0.99716,1,0.995,0.94728,0.37007,0.17177,0.80643,0.00065162,0.00065162,0.00065162
683,4107.78,0.40349,0.22756,0.90022,0.99531,1,0.99497,0.94664,0.36594,0.17279,0.8046,0.00064964,0.00064964,0.00064964
684,4113.7,0.40021,0.22616,0.8941,0.99651,0.99852,0.995,0.9471,0.36636,0.17402,0.80305,0.00064766,0.00064766,0.00064766
685,4119.64,0.39873,0.22375,0.89095,0.99777,0.99913,0.995,0.94992,0.36387,0.17094,0.7988,0.00064568,0.00064568,0.00064568
686,4125.53,0.39414,0.22364,0.89809,0.99996,1,0.995,0.95333,0.35297,0.16489,0.79114,0.0006437,0.0006437,0.0006437
687,4131.47,0.41093,0.22346,0.89122,0.99894,1,0.995,0.95403,0.34492,0.16175,0.78725,0.00064172,0.00064172,0.00064172
688,4137.45,0.38991,0.21634,0.89394,1,0.99989,0.995,0.95388,0.35162,0.16485,0.78971,0.00063974,0.00063974,0.00063974
689,4143.36,0.39337,0.22088,0.89423,0.99979,1,0.995,0.95179,0.3523,0.16651,0.79035,0.00063776,0.00063776,0.00063776
690,4149.3,0.4093,0.21901,0.91341,0.99976,1,0.995,0.95839,0.33944,0.16143,0.78291,0.00063578,0.00063578,0.00063578
691,4155.41,0.39736,0.22155,0.89182,0.99917,1,0.995,0.95439,0.34958,0.16463,0.78729,0.0006338,0.0006338,0.0006338
692,4161.36,0.40662,0.23045,0.89646,0.99913,0.99978,0.995,0.94775,0.37281,0.17245,0.79641,0.00063182,0.00063182,0.00063182
693,4167.26,0.38819,0.21223,0.90203,1,0.99978,0.995,0.95021,0.36608,0.17059,0.79267,0.00062984,0.00062984,0.00062984
694,4173.14,0.40937,0.22629,0.90341,1,0.99964,0.995,0.95027,0.36433,0.16959,0.7934,0.00062786,0.00062786,0.00062786
695,4179.03,0.40491,0.22452,0.88925,0.99792,1,0.995,0.94762,0.3695,0.17087,0.7969,0.00062588,0.00062588,0.00062588
696,4184.94,0.39817,0.21819,0.90115,1,0.99995,0.995,0.95351,0.3589,0.16693,0.79163,0.0006239,0.0006239,0.0006239
697,4190.85,0.41013,0.22576,0.89852,0.99826,0.99985,0.99498,0.95157,0.36672,0.17007,0.79555,0.00062192,0.00062192,0.00062192
698,4196.77,0.3873,0.20975,0.88622,0.99807,0.99913,0.995,0.94916,0.37224,0.17259,0.80067,0.00061994,0.00061994,0.00061994
699,4202.7,0.40159,0.21902,0.89752,0.99896,0.99913,0.995,0.95036,0.36646,0.17103,0.79722,0.00061796,0.00061796,0.00061796
700,4208.57,0.40252,0.2228,0.89489,0.99997,1,0.995,0.95166,0.36054,0.16747,0.79444,0.00061598,0.00061598,0.00061598
701,4214.48,0.39334,0.21228,0.89572,1,0.99977,0.995,0.94971,0.36123,0.16751,0.79549,0.000614,0.000614,0.000614
702,4220.34,0.38646,0.21304,0.88913,0.99895,1,0.995,0.95311,0.35125,0.16474,0.79079,0.00061202,0.00061202,0.00061202
703,4226.29,0.40896,0.22628,0.88713,0.99894,1,0.995,0.95395,0.35259,0.16427,0.79065,0.00061004,0.00061004,0.00061004
704,4232.24,0.40522,0.21974,0.88914,0.99848,1,0.995,0.95446,0.35619,0.16635,0.79202,0.00060806,0.00060806,0.00060806
705,4238.15,0.3964,0.216,0.89848,0.99949,1,0.995,0.95474,0.35388,0.1661,0.78867,0.00060608,0.00060608,0.00060608
706,4244.04,0.38327,0.21086,0.88969,0.99947,1,0.995,0.95368,0.36016,0.16781,0.79067,0.0006041,0.0006041,0.0006041
707,4249.91,0.38921,0.22078,0.88979,0.99898,1,0.995,0.95194,0.36601,0.16898,0.79476,0.00060212,0.00060212,0.00060212
708,4255.79,0.39745,0.21828,0.89152,0.99894,1,0.995,0.95047,0.36811,0.16884,0.7967,0.00060014,0.00060014,0.00060014
709,4261.74,0.38041,0.21594,0.886,0.99897,1,0.995,0.94737,0.37868,0.17359,0.80519,0.00059816,0.00059816,0.00059816
710,4267.64,0.3856,0.21587,0.89823,0.99717,1,0.995,0.94707,0.37818,0.17517,0.80609,0.00059618,0.00059618,0.00059618
711,4273.55,0.38577,0.21597,0.88815,0.99714,1,0.995,0.95063,0.3643,0.16983,0.79695,0.0005942,0.0005942,0.0005942
712,4279.48,0.39742,0.22583,0.89413,0.99913,0.99981,0.995,0.95263,0.35777,0.1673,0.79189,0.00059222,0.00059222,0.00059222
713,4285.45,0.39013,0.21269,0.89724,0.99924,1,0.995,0.95678,0.34884,0.1642,0.78608,0.00059024,0.00059024,0.00059024
714,4291.39,0.40036,0.22254,0.89542,0.99986,1,0.995,0.95865,0.33784,0.16288,0.78208,0.00058826,0.00058826,0.00058826
715,4297.54,0.37372,0.21123,0.88241,1,1,0.995,0.95636,0.34618,0.16461,0.79031,0.00058628,0.00058628,0.00058628
716,4303.47,0.39323,0.21441,0.89473,1,0.9999,0.995,0.95394,0.35179,0.16646,0.79471,0.0005843,0.0005843,0.0005843
717,4309.35,0.3937,0.21746,0.8853,0.99988,1,0.995,0.95241,0.35864,0.16784,0.79807,0.00058232,0.00058232,0.00058232
718,4315.24,0.39663,0.22213,0.90191,0.9998,1,0.995,0.95648,0.3495,0.16486,0.79149,0.00058034,0.00058034,0.00058034
719,4321.16,0.38481,0.21551,0.89011,0.99903,1,0.99495,0.95982,0.33934,0.16047,0.78522,0.00057836,0.00057836,0.00057836
720,4327.34,0.37284,0.208,0.88213,0.99899,1,0.99499,0.9525,0.36726,0.17013,0.80273,0.00057638,0.00057638,0.00057638
721,4333.27,0.383,0.21134,0.88148,0.99888,0.99913,0.995,0.94809,0.38025,0.17439,0.81202,0.0005744,0.0005744,0.0005744
722,4339.2,0.39637,0.21518,0.89608,0.999,1,0.995,0.9551,0.362,0.16835,0.7987,0.00057242,0.00057242,0.00057242
723,4345.12,0.37205,0.21008,0.88644,0.99971,1,0.995,0.95812,0.34757,0.16325,0.78919,0.00057044,0.00057044,0.00057044
724,4351.03,0.38283,0.21663,0.89033,0.99983,1,0.995,0.95857,0.34185,0.16185,0.78417,0.00056846,0.00056846,0.00056846
725,4356.99,0.39797,0.21784,0.8908,0.99896,1,0.99499,0.95921,0.34276,0.16088,0.78271,0.00056648,0.00056648,0.00056648
726,4362.86,0.39265,0.21673,0.89365,0.99942,1,0.995,0.96072,0.3368,0.15872,0.77995,0.0005645,0.0005645,0.0005645
727,4368.97,0.39513,0.21616,0.88716,0.9995,1,0.995,0.96073,0.33494,0.15856,0.7792,0.00056252,0.00056252,0.00056252
728,4375.1,0.37519,0.20704,0.88988,0.99969,1,0.995,0.95704,0.35135,0.16339,0.7895,0.00056054,0.00056054,0.00056054
729,4381.08,0.38609,0.21463,0.89724,0.99976,1,0.995,0.95366,0.36043,0.16643,0.79645,0.00055856,0.00055856,0.00055856
730,4387,0.3834,0.21644,0.88399,0.99987,1,0.995,0.95582,0.35533,0.16497,0.7943,0.00055658,0.00055658,0.00055658
731,4392.89,0.36612,0.20798,0.88552,0.99986,1,0.995,0.9578,0.3485,0.16343,0.7901,0.0005546,0.0005546,0.0005546
732,4398.81,0.39464,0.21552,0.89182,0.99983,1,0.995,0.95651,0.35281,0.16388,0.79272,0.00055262,0.00055262,0.00055262
733,4404.74,0.38003,0.21398,0.89087,0.99983,1,0.995,0.9527,0.36645,0.1701,0.80051,0.00055064,0.00055064,0.00055064
734,4410.69,0.40601,0.22281,0.89659,0.99901,1,0.995,0.95366,0.36661,0.17049,0.80065,0.00054866,0.00054866,0.00054866
735,4416.61,0.39452,0.21079,0.88827,0.99986,1,0.995,0.95465,0.36293,0.16818,0.7963,0.00054668,0.00054668,0.00054668
736,4422.57,0.38513,0.21744,0.88218,0.99907,1,0.995,0.95321,0.36464,0.16906,0.79691,0.0005447,0.0005447,0.0005447
737,4428.51,0.3879,0.21403,0.89396,0.99943,1,0.995,0.95415,0.36347,0.167,0.79616,0.00054272,0.00054272,0.00054272
738,4434.38,0.38307,0.2081,0.88213,0.99982,1,0.995,0.95598,0.35111,0.16425,0.78942,0.00054074,0.00054074,0.00054074
739,4440.26,0.37443,0.21102,0.88415,0.99897,1,0.995,0.95327,0.36156,0.16777,0.79753,0.00053876,0.00053876,0.00053876
740,4446.22,0.38429,0.22198,0.8929,0.99995,1,0.995,0.94524,0.38747,0.1762,0.81622,0.00053678,0.00053678,0.00053678
741,4452.17,0.36589,0.20507,0.89058,0.99963,1,0.995,0.9447,0.38656,0.17512,0.81656,0.0005348,0.0005348,0.0005348
742,4458.09,0.37261,0.21228,0.89194,0.99991,1,0.995,0.95303,0.36208,0.16595,0.80047,0.00053282,0.00053282,0.00053282
743,4463.98,0.37161,0.20522,0.88647,0.99991,1,0.995,0.95707,0.34845,0.16329,0.79141,0.00053084,0.00053084,0.00053084
744,4469.88,0.39051,0.21312,0.89739,0.9999,1,0.995,0.95675,0.34647,0.16415,0.79094,0.00052886,0.00052886,0.00052886
745,4475.8,0.36789,0.2042,0.88963,0.99984,1,0.995,0.95607,0.34866,0.16428,0.79409,0.00052688,0.00052688,0.00052688
